Code,Borough_Name,quarterly_month,Unemployment.rate.aged.16...64,Unemployment.rate.aged.16,Unemployment.rate.ethnic.minority,Ethnic.minority.aged.16.64.who.are.economically.inactive,Year,Month,Q_Month
E09000002,BARKING AND DAGENHAM,Jan-Mar ,14.4,14.1,12.9,28.3,2012,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,13.8,13.7,12.7,26.8,2012,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,15,15,12.7,24.7,2012,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,15.7,15.7,15.2,21.1,2012,10,Q4
E09000002,BARKING AND DAGENHAM,Jan-Mar ,14.1,14,15.3,21.4,2013,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,13.4,13.2,13.7,25.1,2013,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,12.2,12.1,13.2,25.5,2013,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,10.1,10,11.5,25.6,2013,10,Q4
E09000002,BARKING AND DAGENHAM,Jan-Mar ,11.5,11.4,14.4,25.7,2014,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,11.8,11.9,15.5,25.7,2014,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,11.3,11.5,15.5,26.4,2014,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,12.9,13,17.1,27,2014,10,Q4
E09000002,BARKING AND DAGENHAM,Jan-Mar ,10.8,10.9,14.4,27.4,2015,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,9.7,9.6,13.4,26,2015,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,10.4,10.2,13.1,25.2,2015,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,8.1,8.1,9,26.9,2015,10,Q4
E09000002,BARKING AND DAGENHAM,Jan-Mar ,7.4,7.4,6.5,27.3,2016,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,9.2,9.2,7.4,28,2016,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,9.6,9.6,5.9,28.2,2016,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,9.3,9.1,7.5,27.3,2016,10,Q4
E09000002,BARKING AND DAGENHAM,Jan-Mar ,9.5,9.5,9.2,26.9,2017,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,8.2,8.3,8.4,26.9,2017,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,6.8,6.9,8.1,25.8,2017,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,5.3,5.5,6.8,28.7,2017,10,Q4
E09000002,BARKING AND DAGENHAM,Jan-Mar ,5,4.9,6.1,28.1,2018,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,5.8,5.7,7.6,26.1,2018,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,4.6,4.5,6.3,26.3,2018,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,6.3,6.1,6.8,23.3,2018,10,Q4
E09000002,BARKING AND DAGENHAM,Jan-Mar ,6,5.9,6.1,26.8,2019,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,5.7,5.6,5.1,27.9,2019,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,6.9,6.8,4.6,32.9,2019,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,5.9,5.9,4.4,30.6,2019,10,Q4
E09000002,BARKING AND DAGENHAM,Jan-Mar ,9.5,9.4,7.4,25,2020,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,9.2,9.1,5.3,28.5,2020,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,9.1,8.9,8.6,29.3,2020,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,8.4,8.2,7,34.1,2020,10,Q4
E09000002,BARKING AND DAGENHAM,Jan-Mar ,4.1,4,3.1,32.4,2021,1,Q1
E09000002,BARKING AND DAGENHAM,Apr-Jun ,3.1,3,3.4,30.7,2021,4,Q2
E09000002,BARKING AND DAGENHAM,Jul-Sep ,3.1,3,6.2,27.1,2021,7,Q3
E09000002,BARKING AND DAGENHAM,Oct-Dec ,2.1,2,5.6,24.1,2021,10,Q4
E09000003,BARNET,Jan-Mar ,10.3,10,13.3,30.4,2012,1,Q1
E09000003,BARNET,Apr-Jun ,7.4,7.1,9.1,29.9,2012,4,Q2
E09000003,BARNET,Jul-Sep ,6.8,6.6,9.2,27.9,2012,7,Q3
E09000003,BARNET,Oct-Dec ,6,5.7,11,29.7,2012,10,Q4
E09000003,BARNET,Jan-Mar ,5.7,5.5,10.7,26.7,2013,1,Q1
E09000003,BARNET,Apr-Jun ,5.3,5.3,11.4,30,2013,4,Q2
E09000003,BARNET,Jul-Sep ,5.4,5.4,10.2,31.5,2013,7,Q3
E09000003,BARNET,Oct-Dec ,5,5,8.8,33.2,2013,10,Q4
E09000003,BARNET,Jan-Mar ,4.8,4.7,7.6,37.3,2014,1,Q1
E09000003,BARNET,Apr-Jun ,6,5.8,9.9,38.6,2014,4,Q2
E09000003,BARNET,Jul-Sep ,7.5,7.4,13.6,38.4,2014,7,Q3
E09000003,BARNET,Oct-Dec ,7.8,7.6,13.4,37.9,2014,10,Q4
E09000003,BARNET,Jan-Mar ,8.6,8.3,13.6,30,2015,1,Q1
E09000003,BARNET,Apr-Jun ,6.9,6.8,9.5,26.3,2015,4,Q2
E09000003,BARNET,Jul-Sep ,4.4,4.2,5.8,24.2,2015,7,Q3
E09000003,BARNET,Oct-Dec ,4.6,4.4,6.3,25.2,2015,10,Q4
E09000003,BARNET,Jan-Mar ,3.6,3.5,6.5,32.5,2016,1,Q1
E09000003,BARNET,Apr-Jun ,4.6,4.4,6,31.1,2016,4,Q2
E09000003,BARNET,Jul-Sep ,4.2,4,5.4,33.5,2016,7,Q3
E09000003,BARNET,Oct-Dec ,3.1,3,3.9,29.6,2016,10,Q4
E09000003,BARNET,Jan-Mar ,3,2.9,3.2,29.2,2017,1,Q1
E09000003,BARNET,Apr-Jun ,3.3,3.2,4.9,31,2017,4,Q2
E09000003,BARNET,Jul-Sep ,4.4,4.4,7.1,33,2017,7,Q3
E09000003,BARNET,Oct-Dec ,4.8,4.8,7.9,37,2017,10,Q4
E09000003,BARNET,Jan-Mar ,4.9,4.9,8.4,32.3,2018,1,Q1
E09000003,BARNET,Apr-Jun ,5.2,5.2,9.7,32.4,2018,4,Q2
E09000003,BARNET,Jul-Sep ,5.9,5.6,10,29.1,2018,7,Q3
E09000003,BARNET,Oct-Dec ,7.5,7.1,14.7,22.5,2018,10,Q4
E09000003,BARNET,Jan-Mar ,5.6,5.5,12,22.2,2019,1,Q1
E09000003,BARNET,Apr-Jun ,5.7,5.6,12.2,22,2019,4,Q2
E09000003,BARNET,Jul-Sep ,4.1,3.9,9.6,20.5,2019,7,Q3
E09000003,BARNET,Oct-Dec ,2.2,2.1,5.3,22.7,2019,10,Q4
E09000003,BARNET,Jan-Mar ,5.8,5.4,10.5,23.6,2020,1,Q1
E09000003,BARNET,Apr-Jun ,5.7,5.4,9.5,20.1,2020,4,Q2
E09000003,BARNET,Jul-Sep ,8,7.7,10.4,21,2020,7,Q3
E09000003,BARNET,Oct-Dec ,9.9,9.5,12.4,23,2020,10,Q4
E09000003,BARNET,Jan-Mar ,7.9,7.5,10.2,26.8,2021,1,Q1
E09000003,BARNET,Apr-Jun ,9.3,8.9,10.2,31.7,2021,4,Q2
E09000003,BARNET,Jul-Sep ,6.4,6,6.9,28.2,2021,7,Q3
E09000003,BARNET,Oct-Dec ,6.7,6.7,8,26.8,2021,10,Q4
E09000004,BEXLEY,Jan-Mar ,6.6,6.4,10.1,25.4,2012,1,Q1
E09000004,BEXLEY,Apr-Jun ,6.5,6.4,8.8,25.2,2012,4,Q2
E09000004,BEXLEY,Jul-Sep ,7.5,7.5,13.4,21.6,2012,7,Q3
E09000004,BEXLEY,Oct-Dec ,7.8,7.7,15.1,27.4,2012,10,Q4
E09000004,BEXLEY,Jan-Mar ,8.4,8.4,18.1,21.3,2013,1,Q1
E09000004,BEXLEY,Apr-Jun ,8.6,8.6,18.7,21.9,2013,4,Q2
E09000004,BEXLEY,Jul-Sep ,7.4,7.2,14.9,20.4,2013,7,Q3
E09000004,BEXLEY,Oct-Dec ,5.8,5.6,12.6,17,2013,10,Q4
E09000004,BEXLEY,Jan-Mar ,5.5,5.4,9.6,16.6,2014,1,Q1
E09000004,BEXLEY,Apr-Jun ,5.4,5.4,6.3,18.7,2014,4,Q2
E09000004,BEXLEY,Jul-Sep ,6.6,6.5,4.6,21.1,2014,7,Q3
E09000004,BEXLEY,Oct-Dec ,6.9,6.8,4,18.6,2014,10,Q4
E09000004,BEXLEY,Jan-Mar ,7.4,7.5,4.3,21.1,2015,1,Q1
E09000004,BEXLEY,Apr-Jun ,6.5,6.5,3.6,19.6,2015,4,Q2
E09000004,BEXLEY,Jul-Sep ,5.8,5.9,5,18.8,2015,7,Q3
E09000004,BEXLEY,Oct-Dec ,4.7,5,7.3,16.7,2015,10,Q4
E09000004,BEXLEY,Jan-Mar ,4,4.1,3.9,17.5,2016,1,Q1
E09000004,BEXLEY,Apr-Jun ,4.3,4.3,7.1,17.5,2016,4,Q2
E09000004,BEXLEY,Jul-Sep ,4.1,4.1,5.6,16.6,2016,7,Q3
E09000004,BEXLEY,Oct-Dec ,4.1,4,6.8,19.1,2016,10,Q4
E09000004,BEXLEY,Jan-Mar ,4.1,4.1,5.4,19,2017,1,Q1
E09000004,BEXLEY,Apr-Jun ,3.3,3.4,4.2,22.8,2017,4,Q2
E09000004,BEXLEY,Jul-Sep ,2.9,3,4.7,25,2017,7,Q3
E09000004,BEXLEY,Oct-Dec ,3.6,3.7,5.3,26,2017,10,Q4
E09000004,BEXLEY,Jan-Mar ,3.2,3.1,7,23,2018,1,Q1
E09000004,BEXLEY,Apr-Jun ,4.1,4.1,8.5,16.1,2018,4,Q2
E09000004,BEXLEY,Jul-Sep ,4.4,4.4,8.8,18.9,2018,7,Q3
E09000004,BEXLEY,Oct-Dec ,4.2,4.4,8,19.2,2018,10,Q4
E09000004,BEXLEY,Jan-Mar ,4.5,4.7,7.8,21.8,2019,1,Q1
E09000004,BEXLEY,Apr-Jun ,3.8,3.8,5.6,20.8,2019,4,Q2
E09000004,BEXLEY,Jul-Sep ,4,4.1,8.6,15.7,2019,7,Q3
E09000004,BEXLEY,Oct-Dec ,5.1,5,9.8,19.6,2019,10,Q4
E09000004,BEXLEY,Jan-Mar ,5.8,5.7,12,19.5,2020,1,Q1
E09000004,BEXLEY,Apr-Jun ,6.4,6.3,13.6,22.6,2020,4,Q2
E09000004,BEXLEY,Jul-Sep ,6.2,6,7.5,29.7,2020,7,Q3
E09000004,BEXLEY,Oct-Dec ,5.3,5.2,4.4,26.2,2020,10,Q4
E09000004,BEXLEY,Jan-Mar ,6.1,6,7,25.4,2021,1,Q1
E09000004,BEXLEY,Apr-Jun ,6,5.8,6.4,25.3,2021,4,Q2
E09000004,BEXLEY,Jul-Sep ,5.3,5.1,7.6,17.8,2021,7,Q3
E09000004,BEXLEY,Oct-Dec ,3.7,3.9,10.6,13.3,2021,10,Q4
E09000005,BRENT,Jan-Mar ,11,10.9,12.8,28.2,2012,1,Q1
E09000005,BRENT,Apr-Jun ,11.9,11.8,13.6,26.9,2012,4,Q2
E09000005,BRENT,Jul-Sep ,12.5,12.3,14.3,27.8,2012,7,Q3
E09000005,BRENT,Oct-Dec ,12.3,12.2,13.3,29.2,2012,10,Q4
E09000005,BRENT,Jan-Mar ,10.9,10.7,13.1,27.6,2013,1,Q1
E09000005,BRENT,Apr-Jun ,9.6,9.5,11.8,31.1,2013,4,Q2
E09000005,BRENT,Jul-Sep ,8.6,8.4,11.4,32,2013,7,Q3
E09000005,BRENT,Oct-Dec ,7.3,7.1,10.2,31,2013,10,Q4
E09000005,BRENT,Jan-Mar ,7.2,7,10,31.2,2014,1,Q1
E09000005,BRENT,Apr-Jun ,6.9,6.8,10.1,29.2,2014,4,Q2
E09000005,BRENT,Jul-Sep ,5.8,5.7,7.2,28.8,2014,7,Q3
E09000005,BRENT,Oct-Dec ,6.9,6.7,8.7,29.1,2014,10,Q4
E09000005,BRENT,Jan-Mar ,7.4,7.4,9.6,29,2015,1,Q1
E09000005,BRENT,Apr-Jun ,7.2,7.2,9.1,30.4,2015,4,Q2
E09000005,BRENT,Jul-Sep ,7.7,7.7,10.1,29.5,2015,7,Q3
E09000005,BRENT,Oct-Dec ,8.1,8.1,9.7,29.6,2015,10,Q4
E09000005,BRENT,Jan-Mar ,7.8,7.6,8.2,29.2,2016,1,Q1
E09000005,BRENT,Apr-Jun ,8.8,8.6,9.3,29.6,2016,4,Q2
E09000005,BRENT,Jul-Sep ,7.5,7.3,8,30.7,2016,7,Q3
E09000005,BRENT,Oct-Dec ,6.9,6.7,7.7,32.3,2016,10,Q4
E09000005,BRENT,Jan-Mar ,7.4,7.1,8.4,30.5,2017,1,Q1
E09000005,BRENT,Apr-Jun ,6.4,6.1,8.1,30.9,2017,4,Q2
E09000005,BRENT,Jul-Sep ,6.7,6.4,8.7,29.9,2017,7,Q3
E09000005,BRENT,Oct-Dec ,6,5.8,8.1,26.7,2017,10,Q4
E09000005,BRENT,Jan-Mar ,5,4.9,7.5,28.8,2018,1,Q1
E09000005,BRENT,Apr-Jun ,3.9,3.8,5.7,28.2,2018,4,Q2
E09000005,BRENT,Jul-Sep ,4.1,3.9,5.9,26.5,2018,7,Q3
E09000005,BRENT,Oct-Dec ,3.6,3.5,5.1,27.4,2018,10,Q4
E09000005,BRENT,Jan-Mar ,5.4,6.2,5.9,28.4,2019,1,Q1
E09000005,BRENT,Apr-Jun ,7,8.1,7.9,28,2019,4,Q2
E09000005,BRENT,Jul-Sep ,6.4,7.4,6,28.1,2019,7,Q3
E09000005,BRENT,Oct-Dec ,6.5,7.4,6.6,30.9,2019,10,Q4
E09000005,BRENT,Jan-Mar ,3,4,2.9,31.5,2020,1,Q1
E09000005,BRENT,Apr-Jun ,3.9,4.7,3.8,31.9,2020,4,Q2
E09000005,BRENT,Jul-Sep ,5,5.9,4.3,34.2,2020,7,Q3
E09000005,BRENT,Oct-Dec ,7.1,8.1,6.3,31.8,2020,10,Q4
E09000005,BRENT,Jan-Mar ,8.2,8,8.4,27.6,2021,1,Q1
E09000005,BRENT,Apr-Jun ,10.3,10,8,26.9,2021,4,Q2
E09000005,BRENT,Jul-Sep ,8.5,8.6,6.7,26.8,2021,7,Q3
E09000005,BRENT,Oct-Dec ,8.3,8.4,7.4,25.1,2021,10,Q4
E09000006,BROMLEY,Jan-Mar ,5.7,5.5,11,21,2012,1,Q1
E09000006,BROMLEY,Apr-Jun ,6,5.8,10.6,16.4,2012,4,Q2
E09000006,BROMLEY,Jul-Sep ,5.8,5.7,7.6,23.1,2012,7,Q3
E09000006,BROMLEY,Oct-Dec ,5.8,5.6,4.2,15.1,2012,10,Q4
E09000006,BROMLEY,Jan-Mar ,5.7,5.6,8.8,16.1,2013,1,Q1
E09000006,BROMLEY,Apr-Jun ,5.3,5.2,8,15.4,2013,4,Q2
E09000006,BROMLEY,Jul-Sep ,5.1,4.9,3.4,13.2,2013,7,Q3
E09000006,BROMLEY,Oct-Dec ,5.1,4.9,3.8,16.4,2013,10,Q4
E09000006,BROMLEY,Jan-Mar ,5.4,5.2,4.7,18.6,2014,1,Q1
E09000006,BROMLEY,Apr-Jun ,4.7,4.5,7.7,30.2,2014,4,Q2
E09000006,BROMLEY,Jul-Sep ,5.3,5.1,5.1,28.6,2014,7,Q3
E09000006,BROMLEY,Oct-Dec ,5.6,5.4,5.5,26.4,2014,10,Q4
E09000006,BROMLEY,Jan-Mar ,5.3,5.1,8.7,24.6,2015,1,Q1
E09000006,BROMLEY,Apr-Jun ,7,6.7,10.6,19.4,2015,4,Q2
E09000006,BROMLEY,Jul-Sep ,5.9,5.7,13.1,19.7,2015,7,Q3
E09000006,BROMLEY,Oct-Dec ,5.2,5,12.9,22.2,2015,10,Q4
E09000006,BROMLEY,Jan-Mar ,4.4,4.2,10.1,24.2,2016,1,Q1
E09000006,BROMLEY,Apr-Jun ,3.6,3.6,6.4,19.2,2016,4,Q2
E09000006,BROMLEY,Jul-Sep ,3.9,3.9,7.4,20,2016,7,Q3
E09000006,BROMLEY,Oct-Dec ,4.9,5,6.5,19.9,2016,10,Q4
E09000006,BROMLEY,Jan-Mar ,4.5,4.6,7.1,19.4,2017,1,Q1
E09000006,BROMLEY,Apr-Jun ,3.9,3.8,9.4,23.6,2017,4,Q2
E09000006,BROMLEY,Jul-Sep ,3.9,3.8,12.2,20.7,2017,7,Q3
E09000006,BROMLEY,Oct-Dec ,4.7,4.5,7.9,17.2,2017,10,Q4
E09000006,BROMLEY,Jan-Mar ,5.4,5.3,7.2,21.7,2018,1,Q1
E09000006,BROMLEY,Apr-Jun ,4.7,4.6,4.7,24.1,2018,4,Q2
E09000006,BROMLEY,Jul-Sep ,4.5,4.4,4,28.7,2018,7,Q3
E09000006,BROMLEY,Oct-Dec ,2.2,2.2,6.8,27.4,2018,10,Q4
E09000006,BROMLEY,Jan-Mar ,1.9,1.9,5.9,22.9,2019,1,Q1
E09000006,BROMLEY,Apr-Jun ,3.1,3,5.6,19,2019,4,Q2
E09000006,BROMLEY,Jul-Sep ,3.2,3.1,5.6,23.2,2019,7,Q3
E09000006,BROMLEY,Oct-Dec ,3.6,3.5,5.5,23.2,2019,10,Q4
E09000006,BROMLEY,Jan-Mar ,3.2,3.1,5.8,24.5,2020,1,Q1
E09000006,BROMLEY,Apr-Jun ,3.3,3.2,5.8,24.8,2020,4,Q2
E09000006,BROMLEY,Jul-Sep ,5.3,5,10.7,17.3,2020,7,Q3
E09000006,BROMLEY,Oct-Dec ,6.6,6.2,14.3,16.1,2020,10,Q4
E09000006,BROMLEY,Jan-Mar ,6.7,6.3,15.2,12.6,2021,1,Q1
E09000006,BROMLEY,Apr-Jun ,5.5,5.2,14.6,12.9,2021,4,Q2
E09000006,BROMLEY,Jul-Sep ,3.3,3.1,7.3,18.2,2021,7,Q3
E09000006,BROMLEY,Oct-Dec ,1.9,1.8,6.7,22.5,2021,10,Q4
E09000007,CAMDEN,Jan-Mar ,8.1,7.7,11.2,36.8,2012,1,Q1
E09000007,CAMDEN,Apr-Jun ,8.4,8,12.2,39.5,2012,4,Q2
E09000007,CAMDEN,Jul-Sep ,9.3,8.9,11.6,45.2,2012,7,Q3
E09000007,CAMDEN,Oct-Dec ,9.9,9.6,12.5,47.9,2012,10,Q4
E09000007,CAMDEN,Jan-Mar ,7.3,7,9.4,48.6,2013,1,Q1
E09000007,CAMDEN,Apr-Jun ,7.3,7.1,7.8,46.6,2013,4,Q2
E09000007,CAMDEN,Jul-Sep ,7.6,7.4,8.2,43.2,2013,7,Q3
E09000007,CAMDEN,Oct-Dec ,7.5,7.2,7.7,40.4,2013,10,Q4
E09000007,CAMDEN,Jan-Mar ,7.4,7.1,7.4,41.9,2014,1,Q1
E09000007,CAMDEN,Apr-Jun ,5.9,5.7,6.6,45.1,2014,4,Q2
E09000007,CAMDEN,Jul-Sep ,4.8,4.6,5.7,43.7,2014,7,Q3
E09000007,CAMDEN,Oct-Dec ,4.5,4.4,7.6,42.2,2014,10,Q4
E09000007,CAMDEN,Jan-Mar ,4,3.9,8.5,37.2,2015,1,Q1
E09000007,CAMDEN,Apr-Jun ,5.2,5.1,10.6,34.8,2015,4,Q2
E09000007,CAMDEN,Jul-Sep ,5.1,5.1,12.1,35.9,2015,7,Q3
E09000007,CAMDEN,Oct-Dec ,4.4,4.2,9.5,33.8,2015,10,Q4
E09000007,CAMDEN,Jan-Mar ,5,4.7,10.2,36.7,2016,1,Q1
E09000007,CAMDEN,Apr-Jun ,6.2,5.9,8.2,35,2016,4,Q2
E09000007,CAMDEN,Jul-Sep ,5.8,5.5,5.4,34.4,2016,7,Q3
E09000007,CAMDEN,Oct-Dec ,6.4,6.1,5,34.6,2016,10,Q4
E09000007,CAMDEN,Jan-Mar ,6.5,6.2,4.2,33.5,2017,1,Q1
E09000007,CAMDEN,Apr-Jun ,5.3,5.1,5.5,32.5,2017,4,Q2
E09000007,CAMDEN,Jul-Sep ,4.4,4.3,6.3,33.8,2017,7,Q3
E09000007,CAMDEN,Oct-Dec ,4.5,4.3,7.9,34.1,2017,10,Q4
E09000007,CAMDEN,Jan-Mar ,3.9,3.8,6.5,31.2,2018,1,Q1
E09000007,CAMDEN,Apr-Jun ,4.6,4.6,8.9,37.5,2018,4,Q2
E09000007,CAMDEN,Jul-Sep ,5.1,5.1,10.3,35.1,2018,7,Q3
E09000007,CAMDEN,Oct-Dec ,5,4.9,11,36.7,2018,10,Q4
E09000007,CAMDEN,Jan-Mar ,5.4,5.6,13,41.1,2019,1,Q1
E09000007,CAMDEN,Apr-Jun ,3.9,4,8.6,41.2,2019,4,Q2
E09000007,CAMDEN,Jul-Sep ,4,4,6.8,40.9,2019,7,Q3
E09000007,CAMDEN,Oct-Dec ,4.1,4.1,5.6,40.7,2019,10,Q4
E09000007,CAMDEN,Jan-Mar ,5,4.7,8.1,36.8,2020,1,Q1
E09000007,CAMDEN,Apr-Jun ,4.4,4.2,6.8,27.7,2020,4,Q2
E09000007,CAMDEN,Jul-Sep ,4.4,4.6,7.3,26.6,2020,7,Q3
E09000007,CAMDEN,Oct-Dec ,3.9,4.1,8.1,26.9,2020,10,Q4
E09000007,CAMDEN,Jan-Mar ,3.4,3.6,7.6,29.5,2021,1,Q1
E09000007,CAMDEN,Apr-Jun ,5.2,5.3,6.4,27.3,2021,4,Q2
E09000007,CAMDEN,Jul-Sep ,3.5,3.2,7.1,30.6,2021,7,Q3
E09000007,CAMDEN,Oct-Dec ,4.6,4.2,6.7,35.5,2021,10,Q4
E09000008,CROYDON,Jan-Mar ,10.8,10.5,15.9,20.9,2012,1,Q1
E09000008,CROYDON,Apr-Jun ,10.7,10.4,14.8,21,2012,4,Q2
E09000008,CROYDON,Jul-Sep ,10.7,10.4,15.8,20.5,2012,7,Q3
E09000008,CROYDON,Oct-Dec ,9.3,9,14.8,22.4,2012,10,Q4
E09000008,CROYDON,Jan-Mar ,8.8,8.6,12.4,22.2,2013,1,Q1
E09000008,CROYDON,Apr-Jun ,9.5,9.5,15.1,21.7,2013,4,Q2
E09000008,CROYDON,Jul-Sep ,8.2,8.2,13.4,22.6,2013,7,Q3
E09000008,CROYDON,Oct-Dec ,9.5,9.5,14.8,20.3,2013,10,Q4
E09000008,CROYDON,Jan-Mar ,7.8,7.8,13.1,22.2,2014,1,Q1
E09000008,CROYDON,Apr-Jun ,6.6,6.4,11.1,24.1,2014,4,Q2
E09000008,CROYDON,Jul-Sep ,6.3,6.1,9.7,24.4,2014,7,Q3
E09000008,CROYDON,Oct-Dec ,4.4,4.2,5.4,26,2014,10,Q4
E09000008,CROYDON,Jan-Mar ,4.2,4,7,21.8,2015,1,Q1
E09000008,CROYDON,Apr-Jun ,4.9,4.8,5.8,21.2,2015,4,Q2
E09000008,CROYDON,Jul-Sep ,5.3,5.2,5.3,20.1,2015,7,Q3
E09000008,CROYDON,Oct-Dec ,6,5.9,6.3,19.2,2015,10,Q4
E09000008,CROYDON,Jan-Mar ,5.7,5.7,5.3,19.5,2016,1,Q1
E09000008,CROYDON,Apr-Jun ,5.7,5.6,6,19.7,2016,4,Q2
E09000008,CROYDON,Jul-Sep ,5.3,5.3,6.9,18.9,2016,7,Q3
E09000008,CROYDON,Oct-Dec ,6.5,6.4,7.6,20.8,2016,10,Q4
E09000008,CROYDON,Jan-Mar ,8,7.8,9.2,23.2,2017,1,Q1
