Code,Borough_Name,quarterly_month,Unemployment.rate.aged.16...64,Unemployment.rate.aged.16,Unemployment.rate.ethnic.minority,Ethnic.minority.aged.16.64.who.are.economically.inactive,Year,Month,Q_Month
E09000021,KINGSTON UPON THAMES,Oct-Dec ,4,3.8,8.8,30.4,2014,10,Q4
E09000021,KINGSTON UPON THAMES,Jan-Mar ,4.6,4.5,4.7,30.8,2015,1,Q1
E09000021,KINGSTON UPON THAMES,Apr-Jun ,5.1,4.9,4.5,31.4,2015,4,Q2
E09000021,KINGSTON UPON THAMES,Jul-Sep ,4.5,4.4,7.6,33.9,2015,7,Q3
E09000021,KINGSTON UPON THAMES,Oct-Dec ,5.6,5.4,10.7,32.2,2015,10,Q4
E09000021,KINGSTON UPON THAMES,Jan-Mar ,4.5,4.4,10.3,29.1,2016,1,Q1
E09000021,KINGSTON UPON THAMES,Apr-Jun ,4.6,4.6,11.7,34.2,2016,4,Q2
E09000021,KINGSTON UPON THAMES,Jul-Sep ,3.5,3.5,7.8,29.6,2016,7,Q3
E09000021,KINGSTON UPON THAMES,Oct-Dec ,3.3,3.4,4.4,33,2016,10,Q4
E09000021,KINGSTON UPON THAMES,Jan-Mar ,3.2,3.3,2.7,28.2,2017,1,Q1
E09000021,KINGSTON UPON THAMES,Apr-Jun ,4.3,4.2,3.2,26.1,2017,4,Q2
E09000021,KINGSTON UPON THAMES,Jul-Sep ,5.4,5.3,4.4,27.2,2017,7,Q3
E09000021,KINGSTON UPON THAMES,Oct-Dec ,6.4,6.3,7.9,26.5,2017,10,Q4
E09000021,KINGSTON UPON THAMES,Jan-Mar ,7.1,7,9.3,29.2,2018,1,Q1
E09000021,KINGSTON UPON THAMES,Apr-Jun ,5.8,5.6,9.3,32.8,2018,4,Q2
E09000021,KINGSTON UPON THAMES,Jul-Sep ,5.7,5.5,8.4,28.5,2018,7,Q3
E09000021,KINGSTON UPON THAMES,Oct-Dec ,3.1,3,6.1,27.7,2018,10,Q4
E09000021,KINGSTON UPON THAMES,Jan-Mar ,3,2.9,5.7,30.2,2019,1,Q1
E09000021,KINGSTON UPON THAMES,Apr-Jun ,3.8,3.8,7.1,24.8,2019,4,Q2
E09000021,KINGSTON UPON THAMES,Jul-Sep ,3.6,3.7,6.9,24.4,2019,7,Q3
E09000021,KINGSTON UPON THAMES,Oct-Dec ,4.8,4.8,5.6,22.6,2019,10,Q4
E09000021,KINGSTON UPON THAMES,Jan-Mar ,4.8,4.8,6.7,20.8,2020,1,Q1
E09000021,KINGSTON UPON THAMES,Apr-Jun ,4.2,4,5.5,20.7,2020,4,Q2
E09000021,KINGSTON UPON THAMES,Jul-Sep ,5.4,5.2,4.7,25.3,2020,7,Q3
E09000021,KINGSTON UPON THAMES,Oct-Dec ,3.5,3.4,7.2,24.2,2020,10,Q4
E09000021,KINGSTON UPON THAMES,Jan-Mar ,3.1,3,6.7,22.3,2021,1,Q1
E09000021,KINGSTON UPON THAMES,Apr-Jun ,3,2.9,6.3,18.1,2021,4,Q2
E09000021,KINGSTON UPON THAMES,Jul-Sep ,1.6,1.6,5.9,19.3,2021,7,Q3
E09000021,KINGSTON UPON THAMES,Oct-Dec ,2.3,2.3,5.8,25.5,2021,10,Q4
E09000022,LAMBETH,Jan-Mar ,10.6,10.7,20.8,26.9,2012,1,Q1
E09000022,LAMBETH,Apr-Jun ,8.1,8.2,18.8,27.6,2012,4,Q2
E09000022,LAMBETH,Jul-Sep ,8,7.9,18.3,29.5,2012,7,Q3
E09000022,LAMBETH,Oct-Dec ,9,8.9,18.3,27.7,2012,10,Q4
E09000022,LAMBETH,Jan-Mar ,8,7.8,18.8,24.4,2013,1,Q1
E09000022,LAMBETH,Apr-Jun ,8.4,8.4,19.7,27.6,2013,4,Q2
E09000022,LAMBETH,Jul-Sep ,6.7,6.8,16.6,26.4,2013,7,Q3
E09000022,LAMBETH,Oct-Dec ,6.2,6.3,12.8,25.7,2013,10,Q4
E09000022,LAMBETH,Jan-Mar ,6.2,6.3,10.6,26.2,2014,1,Q1
E09000022,LAMBETH,Apr-Jun ,6.2,6.1,9.9,27.3,2014,4,Q2
E09000022,LAMBETH,Jul-Sep ,7.3,7.2,9.1,27.8,2014,7,Q3
E09000022,LAMBETH,Oct-Dec ,6,5.9,7.9,26.6,2014,10,Q4
E09000022,LAMBETH,Jan-Mar ,6.1,5.9,9.4,26.9,2015,1,Q1
E09000022,LAMBETH,Apr-Jun ,6.5,6.4,13.7,22.7,2015,4,Q2
E09000022,LAMBETH,Jul-Sep ,7,6.9,18,21.3,2015,7,Q3
E09000022,LAMBETH,Oct-Dec ,8.1,8,19.6,25.1,2015,10,Q4
E09000022,LAMBETH,Jan-Mar ,6,5.9,13.6,18.9,2016,1,Q1
E09000022,LAMBETH,Apr-Jun ,5.7,5.5,10.9,21.5,2016,4,Q2
E09000022,LAMBETH,Jul-Sep ,5.7,5.6,10.3,16.8,2016,7,Q3
E09000022,LAMBETH,Oct-Dec ,5.1,5.1,8.4,14.7,2016,10,Q4
E09000022,LAMBETH,Jan-Mar ,5,5,5.8,19.3,2017,1,Q1
E09000022,LAMBETH,Apr-Jun ,5.6,5.7,9.2,20.7,2017,4,Q2
E09000022,LAMBETH,Jul-Sep ,5.1,5.2,9.2,23.5,2017,7,Q3
E09000022,LAMBETH,Oct-Dec ,6.6,6.6,11.7,23.2,2017,10,Q4
E09000022,LAMBETH,Jan-Mar ,7.1,7.1,13,25.2,2018,1,Q1
E09000022,LAMBETH,Apr-Jun ,6.2,6.1,10.5,22.3,2018,4,Q2
E09000022,LAMBETH,Jul-Sep ,6.9,6.8,9.2,17.1,2018,7,Q3
E09000022,LAMBETH,Oct-Dec ,6.3,6.3,7,17.6,2018,10,Q4
E09000022,LAMBETH,Jan-Mar ,6,5.9,6.6,15.2,2019,1,Q1
E09000022,LAMBETH,Apr-Jun ,6.8,6.7,8.7,19.6,2019,4,Q2
E09000022,LAMBETH,Jul-Sep ,6.3,6.2,9.1,22.5,2019,7,Q3
E09000022,LAMBETH,Oct-Dec ,7.4,7.3,13.7,19.2,2019,10,Q4
E09000022,LAMBETH,Jan-Mar ,8.7,8.4,13.4,17.5,2020,1,Q1
E09000022,LAMBETH,Apr-Jun ,7.2,7,10.2,13,2020,4,Q2
E09000022,LAMBETH,Jul-Sep ,8.3,8.1,11.6,17.1,2020,7,Q3
E09000022,LAMBETH,Oct-Dec ,5.8,5.6,6.2,21.8,2020,10,Q4
E09000022,LAMBETH,Jan-Mar ,4.5,4.4,5.5,23.2,2021,1,Q1
E09000022,LAMBETH,Apr-Jun ,4.8,4.6,7.4,25.1,2021,4,Q2
E09000022,LAMBETH,Jul-Sep ,3.5,3.3,7.2,15.5,2021,7,Q3
E09000022,LAMBETH,Oct-Dec ,4.1,3.9,7.9,22.1,2021,10,Q4
E09000023,LEWISHAM,Jan-Mar ,10.1,10,15.4,32.1,2012,1,Q1
E09000023,LEWISHAM,Apr-Jun ,10.1,10,16.9,33.3,2012,4,Q2
E09000023,LEWISHAM,Jul-Sep ,10.8,10.8,18.5,27.5,2012,7,Q3
E09000023,LEWISHAM,Oct-Dec ,10.9,10.8,16.6,28.1,2012,10,Q4
E09000023,LEWISHAM,Jan-Mar ,10.8,10.7,14.9,23.8,2013,1,Q1
E09000023,LEWISHAM,Apr-Jun ,8.9,8.8,10.6,22.8,2013,4,Q2
E09000023,LEWISHAM,Jul-Sep ,7.6,7.5,8.9,23,2013,7,Q3
E09000023,LEWISHAM,Oct-Dec ,6.3,6.2,7.7,23,2013,10,Q4
E09000023,LEWISHAM,Jan-Mar ,5.3,5.2,6.9,23.7,2014,1,Q1
E09000023,LEWISHAM,Apr-Jun ,5.1,5,5.7,22.7,2014,4,Q2
E09000023,LEWISHAM,Jul-Sep ,4.9,4.8,3.2,22,2014,7,Q3
E09000023,LEWISHAM,Oct-Dec ,4.6,4.5,2.8,20.8,2014,10,Q4
E09000023,LEWISHAM,Jan-Mar ,5.8,5.7,5.1,19.5,2015,1,Q1
E09000023,LEWISHAM,Apr-Jun ,6.7,6.5,6.6,19.8,2015,4,Q2
E09000023,LEWISHAM,Jul-Sep ,8,8.1,11.1,21.7,2015,7,Q3
E09000023,LEWISHAM,Oct-Dec ,8.2,8.4,11.9,21.5,2015,10,Q4
E09000023,LEWISHAM,Jan-Mar ,6.6,6.7,10.8,21.2,2016,1,Q1
E09000023,LEWISHAM,Apr-Jun ,5.3,5.4,8,20,2016,4,Q2
E09000023,LEWISHAM,Jul-Sep ,4.1,4.1,6,21,2016,7,Q3
E09000023,LEWISHAM,Oct-Dec ,4.3,4.2,6.9,21,2016,10,Q4
E09000023,LEWISHAM,Jan-Mar ,4,4,7.2,18,2017,1,Q1
E09000023,LEWISHAM,Apr-Jun ,3.6,3.6,6.7,17.9,2017,4,Q2
E09000023,LEWISHAM,Jul-Sep ,5.1,5,8,20.2,2017,7,Q3
E09000023,LEWISHAM,Oct-Dec ,4,4,6.6,20,2017,10,Q4
E09000023,LEWISHAM,Jan-Mar ,4.5,4.4,6.4,23.3,2018,1,Q1
E09000023,LEWISHAM,Apr-Jun ,5.4,5.4,7.7,24.7,2018,4,Q2
E09000023,LEWISHAM,Jul-Sep ,3.9,3.8,6.1,23.9,2018,7,Q3
E09000023,LEWISHAM,Oct-Dec ,4.8,4.7,6.6,24.1,2018,10,Q4
E09000023,LEWISHAM,Jan-Mar ,4.8,4.8,7.2,21.7,2019,1,Q1
E09000023,LEWISHAM,Apr-Jun ,3.9,3.9,7.9,22.9,2019,4,Q2
E09000023,LEWISHAM,Jul-Sep ,4.2,4.1,8.8,19.5,2019,7,Q3
E09000023,LEWISHAM,Oct-Dec ,4.8,4.7,11,18.3,2019,10,Q4
E09000023,LEWISHAM,Jan-Mar ,5,4.8,10.8,20.8,2020,1,Q1
E09000023,LEWISHAM,Apr-Jun ,5.8,5.6,10.9,22.2,2020,4,Q2
E09000023,LEWISHAM,Jul-Sep ,5.5,5.3,10.8,25.3,2020,7,Q3
E09000023,LEWISHAM,Oct-Dec ,5.3,5.2,10.4,29.4,2020,10,Q4
E09000023,LEWISHAM,Jan-Mar ,4.7,4.6,9.2,31.1,2021,1,Q1
E09000023,LEWISHAM,Apr-Jun ,3.1,3,5.9,29.7,2021,4,Q2
E09000023,LEWISHAM,Jul-Sep ,2.1,2.1,3.9,27.3,2021,7,Q3
E09000023,LEWISHAM,Oct-Dec ,2.8,2.8,4.3,21,2021,10,Q4
E09000024,MERTON,Jan-Mar ,7.3,7.2,13.3,23.8,2012,1,Q1
E09000024,MERTON,Apr-Jun ,6.7,6.6,11.1,24.2,2012,4,Q2
E09000024,MERTON,Jul-Sep ,6.3,6.1,9.8,26.7,2012,7,Q3
E09000024,MERTON,Oct-Dec ,4.7,4.6,7.1,29.2,2012,10,Q4
E09000024,MERTON,Jan-Mar ,4.9,4.8,7.5,31.8,2013,1,Q1
E09000024,MERTON,Apr-Jun ,6,5.8,6.6,31.3,2013,4,Q2
E09000024,MERTON,Jul-Sep ,6.5,6.3,8.7,29.2,2013,7,Q3
E09000024,MERTON,Oct-Dec ,6.6,6.5,9.2,27.2,2013,10,Q4
E09000024,MERTON,Jan-Mar ,7,6.9,9.4,27.2,2014,1,Q1
E09000024,MERTON,Apr-Jun ,6.2,6.1,8.8,26.3,2014,4,Q2
E09000024,MERTON,Jul-Sep ,5.4,5.3,7.8,27.8,2014,7,Q3
E09000024,MERTON,Oct-Dec ,5.9,5.8,9,28.3,2014,10,Q4
E09000024,MERTON,Jan-Mar ,4.5,4.5,7,24.3,2015,1,Q1
E09000024,MERTON,Apr-Jun ,3.8,4.1,8.4,20.6,2015,4,Q2
E09000024,MERTON,Jul-Sep ,3.7,3.9,7.6,23.2,2015,7,Q3
E09000024,MERTON,Oct-Dec ,3.7,4,9,22.6,2015,10,Q4
E09000024,MERTON,Jan-Mar ,3.2,3.3,7.5,25.7,2016,1,Q1
E09000024,MERTON,Apr-Jun ,2.8,2.8,6.7,26.2,2016,4,Q2
E09000024,MERTON,Jul-Sep ,3.2,3,5.6,23.1,2016,7,Q3
E09000024,MERTON,Oct-Dec ,2.5,2.4,3.6,25.6,2016,10,Q4
E09000024,MERTON,Jan-Mar ,2.4,2.3,2.4,24.1,2017,1,Q1
E09000024,MERTON,Apr-Jun ,2,2.1,2,23.2,2017,4,Q2
E09000024,MERTON,Jul-Sep ,1.1,1.2,2.8,23.7,2017,7,Q3
E09000024,MERTON,Oct-Dec ,2.4,2.5,4.2,21.6,2017,10,Q4
E09000024,MERTON,Jan-Mar ,3.8,3.9,7.5,18.4,2018,1,Q1
E09000024,MERTON,Apr-Jun ,3.9,3.8,6.3,21.7,2018,4,Q2
E09000024,MERTON,Jul-Sep ,4.3,4.2,6.4,20.6,2018,7,Q3
E09000024,MERTON,Oct-Dec ,4.3,4.2,7.6,20.6,2018,10,Q4
E09000024,MERTON,Jan-Mar ,4.6,4.5,9,20.4,2019,1,Q1
E09000024,MERTON,Apr-Jun ,6.1,5.8,12.1,19.2,2019,4,Q2
E09000024,MERTON,Jul-Sep ,6.4,6.1,13.4,16.8,2019,7,Q3
E09000024,MERTON,Oct-Dec ,6.5,6.2,14.7,17.4,2019,10,Q4
E09000024,MERTON,Jan-Mar ,6.3,6.1,12.2,21.7,2020,1,Q1
E09000024,MERTON,Apr-Jun ,5.5,5.3,7.5,22.3,2020,4,Q2
E09000024,MERTON,Jul-Sep ,5.6,5.4,7.7,26.6,2020,7,Q3
E09000024,MERTON,Oct-Dec ,5.7,5.5,5.9,23.3,2020,10,Q4
E09000024,MERTON,Jan-Mar ,4.8,4.6,4.5,19.8,2021,1,Q1
E09000024,MERTON,Apr-Jun ,4,3.8,5.6,22.3,2021,4,Q2
E09000024,MERTON,Jul-Sep ,2.9,2.7,3.7,21.4,2021,7,Q3
E09000024,MERTON,Oct-Dec ,1.1,1.1,9.1,20.7,2021,10,Q4
E09000025,NEWHAM,Jan-Mar ,14.7,14.7,19.1,31.3,2012,1,Q1
E09000025,NEWHAM,Apr-Jun ,13.9,13.9,17.5,32.1,2012,4,Q2
E09000025,NEWHAM,Jul-Sep ,12.4,12.3,14.9,31.6,2012,7,Q3
E09000025,NEWHAM,Oct-Dec ,11.2,11.2,14,30.3,2012,10,Q4
E09000025,NEWHAM,Jan-Mar ,12.1,12,14.3,31,2013,1,Q1
E09000025,NEWHAM,Apr-Jun ,11.3,11.2,13.8,33.2,2013,4,Q2
E09000025,NEWHAM,Jul-Sep ,13,12.9,16.3,32.6,2013,7,Q3
E09000025,NEWHAM,Oct-Dec ,12.2,12.1,14.1,33.7,2013,10,Q4
E09000025,NEWHAM,Jan-Mar ,10,10,11.8,34.6,2014,1,Q1
E09000025,NEWHAM,Apr-Jun ,10.8,10.7,12.4,31.6,2014,4,Q2
E09000025,NEWHAM,Jul-Sep ,8.6,8.5,10.2,31.4,2014,7,Q3
E09000025,NEWHAM,Oct-Dec ,7.6,7.6,9.9,32,2014,10,Q4
E09000025,NEWHAM,Jan-Mar ,8.9,8.9,10.7,31.6,2015,1,Q1
E09000025,NEWHAM,Apr-Jun ,8.3,8.3,10.3,31.2,2015,4,Q2
E09000025,NEWHAM,Jul-Sep ,8.2,8.2,9.2,31,2015,7,Q3
E09000025,NEWHAM,Oct-Dec ,7.2,7.1,8.3,30.4,2015,10,Q4
E09000025,NEWHAM,Jan-Mar ,5.9,5.8,7,30.8,2016,1,Q1
E09000025,NEWHAM,Apr-Jun ,5.9,5.9,7.4,33.6,2016,4,Q2
E09000025,NEWHAM,Jul-Sep ,5.9,5.8,6.8,36.5,2016,7,Q3
E09000025,NEWHAM,Oct-Dec ,7.2,7.1,8.1,35.7,2016,10,Q4
E09000025,NEWHAM,Jan-Mar ,6.3,6.2,7.3,34.9,2017,1,Q1
E09000025,NEWHAM,Apr-Jun ,5.9,5.8,6.6,34,2017,4,Q2
E09000025,NEWHAM,Jul-Sep ,5.7,5.5,6.5,31.9,2017,7,Q3
E09000025,NEWHAM,Oct-Dec ,4.7,4.7,5.3,30.4,2017,10,Q4
E09000025,NEWHAM,Jan-Mar ,5.6,5.5,6.4,31.3,2018,1,Q1
E09000025,NEWHAM,Apr-Jun ,5.1,5,7,30.8,2018,4,Q2
E09000025,NEWHAM,Jul-Sep ,5.4,5.3,7.3,28.6,2018,7,Q3
E09000025,NEWHAM,Oct-Dec ,5.9,5.8,7.7,32.7,2018,10,Q4
E09000025,NEWHAM,Jan-Mar ,4.9,4.9,6.3,30.5,2019,1,Q1
E09000025,NEWHAM,Apr-Jun ,5.6,5.5,6.4,29.4,2019,4,Q2
E09000025,NEWHAM,Jul-Sep ,6.2,6.1,7.9,29.3,2019,7,Q3
E09000025,NEWHAM,Oct-Dec ,5.1,5,6.8,26.2,2019,10,Q4
E09000025,NEWHAM,Jan-Mar ,7.2,6.9,9.4,23.5,2020,1,Q1
E09000025,NEWHAM,Apr-Jun ,5.9,6,7.1,22,2020,4,Q2
E09000025,NEWHAM,Jul-Sep ,3.8,4.1,4.5,30.4,2020,7,Q3
E09000025,NEWHAM,Oct-Dec ,4.7,4.9,6.2,32.5,2020,10,Q4
E09000025,NEWHAM,Jan-Mar ,4.1,4.3,5.2,29.8,2021,1,Q1
E09000025,NEWHAM,Apr-Jun ,4.1,4,5.2,29.5,2021,4,Q2
E09000025,NEWHAM,Jul-Sep ,5.5,5.4,5.8,22.9,2021,7,Q3
E09000025,NEWHAM,Oct-Dec ,5.4,5.3,4.7,22.7,2021,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,8.2,8.1,10.7,31.1,2012,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,8.8,8.6,11.7,29,2012,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,7.8,7.7,9.2,27.9,2012,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,9.6,9.5,12.1,27.9,2012,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,10.7,10.6,14.6,27.4,2013,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,9.6,9.4,11.8,28.5,2013,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,9.3,9.2,11.7,28,2013,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,7.7,7.5,8.6,28.7,2013,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,6.8,6.7,6.3,29.1,2014,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,7.9,7.9,9.5,28.7,2014,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,8.6,8.5,10.1,30.5,2014,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,8,7.9,10.1,29.6,2014,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,8,7.7,11,29.4,2015,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,6.9,6.6,9.1,29.9,2015,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,7,6.7,9.8,26.6,2015,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,7.2,6.9,10.2,26.9,2015,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,6.1,5.9,8.5,26.6,2016,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,6,5.8,7.6,27,2016,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,5.9,5.7,8.9,28.3,2016,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,6.2,6,8.4,28.4,2016,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,7.1,6.9,9.8,27.2,2017,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,6.3,6.1,9.5,29.5,2017,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,5.8,5.6,8.4,31.6,2017,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,5.7,5.6,8.5,32.5,2017,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,5.3,5.2,7.3,34.3,2018,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,6.3,6.2,7.6,32.7,2018,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,5.6,5.4,6.3,31,2018,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,4.7,4.5,4.7,32.1,2018,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,4,3.8,3,31.2,2019,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,3,2.9,2.9,30.1,2019,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,2.9,2.8,1.9,28.4,2019,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,1.8,1.9,7.7,27.9,2019,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,1.9,2,2.5,26.4,2020,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,4,4.4,4,25.7,2020,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,4.9,5.2,5.7,26.6,2020,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,8.6,8.8,9.4,25.1,2020,10,Q4
E09000026,REDBRIDGE,Jan-Mar ,8.2,8.4,9.3,29,2021,1,Q1
E09000026,REDBRIDGE,Apr-Jun ,8.5,8.4,8.7,27.1,2021,4,Q2
E09000026,REDBRIDGE,Jul-Sep ,6.2,6.2,6,32.2,2021,7,Q3
E09000026,REDBRIDGE,Oct-Dec ,6.4,6.2,7.6,28.3,2021,10,Q4
E09000027,RICHMOND UPON THAMES,Jan-Mar ,5.2,4.9,10.4,22.3,2012,1,Q1
E09000027,RICHMOND UPON THAMES,Apr-Jun ,3.8,3.6,6.8,25.2,2012,4,Q2
E09000027,RICHMOND UPON THAMES,Jul-Sep ,4.8,4.5,10.2,23.8,2012,7,Q3
E09000027,RICHMOND UPON THAMES,Oct-Dec ,3.4,3.3,11.1,23.3,2012,10,Q4
E09000027,RICHMOND UPON THAMES,Jan-Mar ,3.9,3.7,9.7,25.6,2013,1,Q1
E09000027,RICHMOND UPON THAMES,Apr-Jun ,4.7,4.5,9.9,20.7,2013,4,Q2
E09000027,RICHMOND UPON THAMES,Jul-Sep ,4.1,3.9,5.6,24.7,2013,7,Q3
E09000027,RICHMOND UPON THAMES,Oct-Dec ,4.9,4.7,4.8,27.4,2013,10,Q4
E09000027,RICHMOND UPON THAMES,Jan-Mar ,5.1,4.9,6.9,23.5,2014,1,Q1
E09000027,RICHMOND UPON THAMES,Apr-Jun ,4.4,4.3,4.9,26.3,2014,4,Q2
E09000027,RICHMOND UPON THAMES,Jul-Sep ,4.7,4.6,5.1,25.5,2014,7,Q3
E09000027,RICHMOND UPON THAMES,Oct-Dec ,4.2,4.1,11,23.3,2014,10,Q4
E09000027,RICHMOND UPON THAMES,Jan-Mar ,3.9,3.7,10.8,21.5,2015,1,Q1
E09000027,RICHMOND UPON THAMES,Apr-Jun ,4.4,4.3,11.6,22.4,2015,4,Q2
E09000027,RICHMOND UPON THAMES,Jul-Sep ,5.5,5.2,8.2,19.7,2015,7,Q3
E09000027,RICHMOND UPON THAMES,Oct-Dec ,5.3,5,9,18.2,2015,10,Q4
E09000027,RICHMOND UPON THAMES,Jan-Mar ,5.6,5.3,12.4,16.4,2016,1,Q1
E09000027,RICHMOND UPON THAMES,Apr-Jun ,5.8,5.5,11.4,22.9,2016,4,Q2
E09000027,RICHMOND UPON THAMES,Jul-Sep ,3.9,3.7,6.8,30.1,2016,7,Q3
E09000027,RICHMOND UPON THAMES,Oct-Dec ,3.7,3.5,7.8,34.6,2016,10,Q4
E09000027,RICHMOND UPON THAMES,Jan-Mar ,3.6,3.4,9.4,36.1,2017,1,Q1
E09000027,RICHMOND UPON THAMES,Apr-Jun ,2.6,2.4,10.4,32,2017,4,Q2
E09000027,RICHMOND UPON THAMES,Jul-Sep ,3.5,3.3,6.9,30.3,2017,7,Q3
E09000027,RICHMOND UPON THAMES,Oct-Dec ,2.7,2.5,11.5,29.1,2017,10,Q4
E09000027,RICHMOND UPON THAMES,Jan-Mar ,3.5,3.3,10.8,22.7,2018,1,Q1
E09000027,RICHMOND UPON THAMES,Apr-Jun ,3.7,3.5,10.1,24.9,2018,4,Q2
E09000027,RICHMOND UPON THAMES,Jul-Sep ,3.3,3,8.1,23.4,2018,7,Q3
